ProductID,ProductName,Description
98,Realme 12 Pro+ 256GB ,"storage:256;ram:8;phone_brand:realme;phone_model:Realme 12 Pro+;dimensions:161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in);display_size:6.7;display_resolution:1080 x 2412;os:Android 14, Realme UI 5.0;battery:5000;video:4K@30fps, 1080p@30/60/120fps, gyro-EIS;chipset:Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm);cpu:Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55);gpu:Adreno 710;ppi_density:394"
99,Realme C65 128GB ,"storage:128;ram:8;phone_brand:realme;phone_model:Realme C65;dimensions:164.6 x 76.1 x 7.6 mm (6.48 x 3.00 x 0.30 in);display_size:6.67;display_resolution:720 x 1604;os:Android 14, Realme UI 5.0;battery:5000;video:1080p@30fps;chipset:Mediatek Helio G85 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:264"
100,Realme 12+ 256GB ,"storage:256;ram:8;phone_brand:realme;phone_model:Realme 12+;dimensions:163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in);display_size:6.67;display_resolution:1080 x 2400;os:Android 14, up to 2 major Android upgrades, Realme UI 5.0;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Mediatek Dimensity 7050 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:395"
101,Samsung Galaxy A05 128GB ,storage:128;ram:4;phone_brand:samsung;phone_model:Samsung Galaxy A05;dimensions:168.8 x 78.2 x 8.8 mm (6.65 x 3.08 x 0.35 in);display_size:6.7;display_resolution:720 x 1600;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Mediatek Helio G85 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:262
102,Samsung Galaxy A05 128GB ,storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A05;dimensions:168.8 x 78.2 x 8.8 mm (6.65 x 3.08 x 0.35 in);display_size:6.7;display_resolution:720 x 1600;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Mediatek Helio G85 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:262
103,Samsung Galaxy A05s 128GB ,storage:128;ram:4;phone_brand:samsung;phone_model:Samsung Galaxy A05s;dimensions:168 x 77.8 x 8.8 mm (6.61 x 3.06 x 0.35 in);display_size:6.7;display_resolution:1080 x 2400;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Qualcomm SM6225 Snapdragon 680 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);gpu:Adreno 610;ppi_density:393
104,Samsung Galaxy Tab S9 FE 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy Tab S9 FE;dimensions:254.3 x 165.8 x 6.5 mm (10.01 x 6.53 x 0.26 in);display_size:10.9;display_resolution:1440 x 2304;os:Android 13, up to 4 major Android upgrades, One UI 6;battery:8000;video:4K@30fps, 1080p@30fps;chipset:Exynos 1380 (5 nm);cpu:Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Mali-G68 MP5;ppi_density:249"
105,Samsung Galaxy S23 FE 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23 FE;dimensions:158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in);display_size:6.4;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:4500;video:8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps;chipset:Exynos 2200 (4 nm) - International;cpu:Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International;gpu:Xclipse 920 - International;ppi_density:403"
106,Samsung Galaxy S23 FE 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23 FE;dimensions:158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in);display_size:6.4;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:4500;video:8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps;chipset:Exynos 2200 (4 nm) - International;cpu:Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International;gpu:Xclipse 920 - International;ppi_density:403"
107,Samsung Galaxy S23 FE 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23 FE;dimensions:158 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in);display_size:6.4;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:4500;video:8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@960fps;chipset:Exynos 2200 (4 nm) - International;cpu:Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - International;gpu:Xclipse 920 - International;ppi_density:403"
108,Samsung Galaxy Z Flip5 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy Z Flip5;dimensions:Unfolded: 165.1 x 71.9 x 6.9 mm;display_size:6.7;display_resolution:1080 x 2640;os:Android 13, upgradable to Android 14, One UI 6.1.1;battery:3700;video:4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:425"
109,Samsung Galaxy A15 128GB ,"storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A15;dimensions:160.1 x 76.8 x 8.4 mm (6.30 x 3.02 x 0.33 in);display_size:6.5;display_resolution:1080 x 2340;os:Android 14, up to 3 major Android upgrades, One UI 6.1;battery:5000;video:1080p@30fps;chipset:Mediatek Helio G99 (6 nm);cpu:Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);gpu:Mali-G57 MC2;ppi_density:396"
110,Samsung Galaxy A15 128GB ,"storage:128;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A15;dimensions:160.1 x 76.8 x 8.4 mm (6.30 x 3.02 x 0.33 in);display_size:6.5;display_resolution:1080 x 2340;os:Android 14, up to 3 major Android upgrades, One UI 6.1;battery:5000;video:1080p@30fps;chipset:Mediatek Helio G99 (6 nm);cpu:Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);gpu:Mali-G57 MC2;ppi_density:396"
111,Samsung Galaxy S24 Ultra 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S24 Ultra;dimensions:162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in);display_size:6.8;display_resolution:1440 x 3120;os:Android 14, up to 7 major Android upgrades, One UI 6.1.1;battery:5000;video:8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz);ppi_density:505"
112,Samsung Galaxy S24 Ultra 1000GB ,"storage:1000;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S24 Ultra;dimensions:162.3 x 79 x 8.6 mm (6.39 x 3.11 x 0.34 in);display_size:6.8;display_resolution:1440 x 3120;os:Android 14, up to 7 major Android upgrades, One UI 6.1.1;battery:5000;video:8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz);ppi_density:505"
113,Samsung Galaxy S24+ 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S24+;dimensions:158.5 x 75.9 x 7.7 mm (6.24 x 2.99 x 0.30 in);display_size:6.7;display_resolution:1440 x 3120;os:Android 14, up to 7 major Android upgrades, One UI 6.1.1;battery:4900;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm) - USA/Canada/China;cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz) - USA/Canada/China;ppi_density:513"
114,Samsung Galaxy A35 128GB ,"storage:128;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A35;dimensions:161.7 x 78 x 8.2 mm (6.37 x 3.07 x 0.32 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 14, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Exynos 1380 (5 nm);cpu:Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Mali-G68 MP5;ppi_density:390"
115,Samsung Galaxy A35 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A35;dimensions:161.7 x 78 x 8.2 mm (6.37 x 3.07 x 0.32 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 14, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Exynos 1380 (5 nm);cpu:Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Mali-G68 MP5;ppi_density:390"
116,Samsung Galaxy A55 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A55;dimensions:161.1 x 77.4 x 8.2 mm (6.34 x 3.05 x 0.32 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 14, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Exynos 1480 (4 nm);cpu:Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Xclipse 530;ppi_density:390"
117,Samsung Galaxy A55 256GB ,"storage:256;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy A55;dimensions:161.1 x 77.4 x 8.2 mm (6.34 x 3.05 x 0.32 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 14, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, gyro-EIS;chipset:Exynos 1480 (4 nm);cpu:Octa-core (4x2.75 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Xclipse 530;ppi_density:390"
118,Samsung Galaxy S24 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S24;dimensions:147 x 70.6 x 7.6 mm (5.79 x 2.78 x 0.30 in);display_size:6.2;display_resolution:1080 x 2340;os:Android 14, up to 7 major Android upgrades, One UI 6.1.1;battery:4000;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm) - USA/Canada/China;cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz) - USA/Canada/China;ppi_density:416"
119,Samsung Galaxy Z Flip5 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy Z Flip5;dimensions:Unfolded: 165.1 x 71.9 x 6.9 mm;display_size:6.7;display_resolution:1080 x 2640;os:Android 13, upgradable to Android 14, One UI 6.1.1;battery:3700;video:4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:425"
120,Samsung Galaxy S24 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S24;dimensions:147 x 70.6 x 7.6 mm (5.79 x 2.78 x 0.30 in);display_size:6.2;display_resolution:1080 x 2340;os:Android 14, up to 7 major Android upgrades, One UI 6.1.1;battery:4000;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm) - USA/Canada/China;cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz) - USA/Canada/China;ppi_density:416"
121,Samsung Galaxy Z Flip6 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy Z Flip6;dimensions:Unfolded: 165.1 x 71.9 x 6.9 mm;display_size:6.7;display_resolution:1080 x 2640;os:Android 14, One UI 6.1.1;battery:4000;video:4K@30/60fps, 1080p@60/120/240fps, 720p@960fps, HDR10+;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz);ppi_density:426"
122,Samsung Galaxy Z Fold6 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy Z Fold6;dimensions:Unfolded: 153.5 x 132.6 x 5.6 mm;display_size:7.6;display_resolution:1856 x 2160;os:Android 14, up to 4 major Android upgrades, One UI 6.1.1;battery:4400;video:8K@30fps, 4K@60fps, 1080p@60/120/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+;chipset:Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm);cpu:8-core (1x3.39GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520);gpu:Adreno 750 (1 GHz);ppi_density:374"
123,Samsung Galaxy S24 FE 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S24 FE;dimensions:162 x 77.3 x 8 mm (6.38 x 3.04 x 0.31 in);display_size:6.7;display_resolution:1080 x 2340;os:Android 14, One UI 6.1;battery:4700;video:8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, 720p@960fps;chipset:Exynos 2400e (4 nm);cpu:10-core (1x3.1 GHz + 2x2.9 GHz + 3x2.6 GHz + 4x1.95 GHz);gpu:Xclipse 940;ppi_density:385"
124,Samsung Galaxy S24 FE 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S24 FE;dimensions:162 x 77.3 x 8 mm (6.38 x 3.04 x 0.31 in);display_size:6.7;display_resolution:1080 x 2340;os:Android 14, One UI 6.1;battery:4700;video:8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, 720p@960fps;chipset:Exynos 2400e (4 nm);cpu:10-core (1x3.1 GHz + 2x2.9 GHz + 3x2.6 GHz + 4x1.95 GHz);gpu:Xclipse 940;ppi_density:385"
125,Samsung Galaxy A25 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A25;dimensions:161 x 76.5 x 8.3 mm (6.34 x 3.01 x 0.33 in);display_size:6.5;display_resolution:1080 x 2340;os:Android 14, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30fps, gyro-EIS;chipset:Exynos 1280 (5 nm);cpu:Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68;ppi_density:396"
126,Samsung Galaxy A15 5G 128GB ,"storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A15 5G;dimensions:160.1 x 76.8 x 8.4 mm (6.30 x 3.02 x 0.33 in);display_size:6.5;display_resolution:1080 x 2340;os:Android 14, up to 3 major Android upgrades, One UI 6.1;battery:5000;video:1080p@30fps, gyro-EIS;chipset:Mediatek Dimensity 6100+ (6 nm);cpu:Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);gpu:Mali-G57 MC2;ppi_density:396"
127,Samsung Galaxy A14 128GB ,"storage:128;ram:4;phone_brand:samsung;phone_model:Samsung Galaxy A14;dimensions:167.7 x 78 x 9.1 mm (6.60 x 3.07 x 0.36 in);display_size:6.6;display_resolution:1080 x 2408;os:Android 13, One UI Core 5;battery:5000;video:1080p@30fps;chipset:Mediatek MT6769 Helio G80 (12 nm) - Version A;cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) - Version A;gpu:Mali-G52 MC2;ppi_density:400"
128,Samsung Galaxy A14 128GB ,"storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A14;dimensions:167.7 x 78 x 9.1 mm (6.60 x 3.07 x 0.36 in);display_size:6.6;display_resolution:1080 x 2408;os:Android 13, One UI Core 5;battery:5000;video:1080p@30fps;chipset:Mediatek MT6769 Helio G80 (12 nm) - Version A;cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) - Version A;gpu:Mali-G52 MC2;ppi_density:400"
129,Samsung Galaxy S23 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23;dimensions:146.3 x 70.9 x 7.6 mm (5.76 x 2.79 x 0.30 in);display_size:6.1;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:3900;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:425"
130,Samsung Galaxy S23 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23;dimensions:146.3 x 70.9 x 7.6 mm (5.76 x 2.79 x 0.30 in);display_size:6.1;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:3900;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:425"
131,Samsung Galaxy S23+ 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy S23+;dimensions:157.8 x 76.2 x 7.6 mm (6.21 x 3.00 x 0.30 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:4700;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:393"
132,Samsung Galaxy M15 128GB ,"storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy M15;dimensions:160.1 x 76.8 x 9.3 mm (6.30 x 3.02 x 0.37 in);display_size:6.5;display_resolution:1080 x 2340;os:Android 14, One UI 6;battery:6000;video:1080p@30fps, gyro-EIS;chipset:Mediatek Dimensity 6100+ (6 nm);cpu:Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);gpu:Mali-G57 MC2;ppi_density:396"
133,Samsung Galaxy A34 128GB ,"storage:128;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A34;dimensions:161.3 x 78.1 x 8.2 mm (6.35 x 3.07 x 0.32 in);display_size:6.6;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, 720p@480fps;chipset:Mediatek Dimensity 1080 (6 nm);cpu:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);gpu:Mali-G68 MC4;ppi_density:390"
134,Samsung Galaxy S23 Ultra 256GB ,"storage:256;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S23 Ultra;dimensions:163.4 x 78.1 x 8.9 mm (6.43 x 3.07 x 0.35 in);display_size:6.8;display_resolution:1440 x 3088;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:5000;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:500"
135,Samsung Galaxy S23 Ultra 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S23 Ultra;dimensions:163.4 x 78.1 x 8.9 mm (6.43 x 3.07 x 0.35 in);display_size:6.8;display_resolution:1440 x 3088;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:5000;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:500"
136,Samsung Galaxy S23 Ultra 1000GB ,"storage:1000;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy S23 Ultra;dimensions:163.4 x 78.1 x 8.9 mm (6.43 x 3.07 x 0.35 in);display_size:6.8;display_resolution:1440 x 3088;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:5000;video:8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:500"
137,Samsung Galaxy A54 128GB ,"storage:128;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A54;dimensions:158.2 x 76.7 x 8.2 mm (6.23 x 3.02 x 0.32 in);display_size:6.4;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, 720p@480fps, gyro-EIS;chipset:Exynos 1380 (5 nm);cpu:Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Mali-G68 MP5;ppi_density:403"
138,Samsung Galaxy A54 256GB ,"storage:256;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy A54;dimensions:158.2 x 76.7 x 8.2 mm (6.23 x 3.02 x 0.32 in);display_size:6.4;display_resolution:1080 x 2340;os:Android 13, up to 4 major Android upgrades, One UI 6.1;battery:5000;video:4K@30fps, 1080p@30/60fps, 720p@480fps, gyro-EIS;chipset:Exynos 1380 (5 nm);cpu:Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55);gpu:Mali-G68 MP5;ppi_density:403"
139,Samsung Galaxy Z Fold5 512GB ,"storage:512;ram:12;phone_brand:samsung;phone_model:Samsung Galaxy Z Fold5;dimensions:Unfolded: 154.9 x 129.9 x 6.1 mm;display_size:7.6;display_resolution:1812 x 2176;os:Android 13, up to 4 major Android upgrades, One UI 6.1.1;battery:4400;video:8K@30fps, 4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:373"
140,Samsung Galaxy Z Flip5 512GB ,"storage:512;ram:8;phone_brand:samsung;phone_model:Samsung Galaxy Z Flip5;dimensions:Unfolded: 165.1 x 71.9 x 6.9 mm;display_size:6.7;display_resolution:1080 x 2640;os:Android 13, upgradable to Android 14, One UI 6.1.1;battery:3700;video:4K@30/60fps, 1080p@60/240fps, 720p@960fps, HDR10+;chipset:Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm);cpu:Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510);gpu:Adreno 740;ppi_density:425"
141,Samsung Galaxy A05 128GB ,storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A05;dimensions:168.8 x 78.2 x 8.8 mm (6.65 x 3.08 x 0.35 in);display_size:6.7;display_resolution:720 x 1600;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Mediatek Helio G85 (12 nm);cpu:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);gpu:Mali-G52 MC2;ppi_density:262
142,Samsung Galaxy A05s 128GB ,storage:128;ram:4;phone_brand:samsung;phone_model:Samsung Galaxy A05s;dimensions:168 x 77.8 x 8.8 mm (6.61 x 3.06 x 0.35 in);display_size:6.7;display_resolution:1080 x 2400;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Qualcomm SM6225 Snapdragon 680 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);gpu:Adreno 610;ppi_density:393
143,Samsung Galaxy A05s 128GB ,storage:128;ram:6;phone_brand:samsung;phone_model:Samsung Galaxy A05s;dimensions:168 x 77.8 x 8.8 mm (6.61 x 3.06 x 0.35 in);display_size:6.7;display_resolution:1080 x 2400;os:Android 13;battery:5000;video:1080p@30/60fps;chipset:Qualcomm SM6225 Snapdragon 680 4G (6 nm);cpu:Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver);gpu:Adreno 610;ppi_density:393
